Number,Road,Type,Load,Location,Track,Final Destination,Track,Train,Moves,Date and Time
5177,PL,,E,Pier Float,Float Tracks,,,,0,2023/01/10 07:49:25
5177,PL,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 07:52:01
5177,PL,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 07:54:04
5177,PL,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 07:59:26
5177,PL,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 08:00:42
5177,PL,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:21
5177,PL,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:36
5177,PL,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:40
5177,PL,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
5177,PL,,E,Pier Float,Float Tracks,,,,0,2023/01/12 10:04:47
5177,PL,,E,Pier Float,Float Tracks,,,,0,2023/01/12 10:04:51
