Operator,Description,Parameters
RN,Railroad Name,"JAWS II - PRR BEDS - 1915"
TN,Train Name,"BEDS Switcher"
TM,Train Manifest Description,"Carfloat Transfers"
PRNTR,Printer Name,""
VT,Valid,7/12/2021 16:26
LN,Location Name,Car Float
DT,Departure Time,00:00
PC,Pick up car,PRR,061,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,060,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,059,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,058,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,057,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,056,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,055,Boxcar,36,Manifest,FCC,Car Float,Float Tracks,Brooklyn Eastern District,Team Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,054,Boxcar,36,Manifest,FCC,Car Float,Float Tracks,Brooklyn Eastern District,Team Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,053,Boxcar,36,Manifest,FCC,Car Float,Float Tracks,Brooklyn Eastern District,Team Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,052,Boxcar,36,Manifest,FCC,Car Float,Float Tracks,Brooklyn Eastern District,Team Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,051,Boxcar,36,Manifest,FCC,Car Float,Float Tracks,Brooklyn Eastern District,Team Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,050,Boxcar,36,Manifest,FCC,Car Float,Float Tracks,Brooklyn Eastern District,Team Tracks,,,"","","",,,,"",,,,0,,,Load
TD,Train Departs,Car Float,East
TL,Train Length Empties Cars,480,0,12
TW,Train Weight,828
LN,Location Name,Brooklyn Eastern District
AT,Arrival Time,00:04
EDT,Estimated Departure Time,01:52
PC,Pick up car,PRR,032,Boxcar,36,Empty,FCC,Brooklyn Eastern District,4th Street Station,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
PC,Pick up car,PRR,030,Boxcar,36,Empty,FCC,Brooklyn Eastern District,4th Street Station,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
PC,Pick up car,PRR,036,Boxcar,40,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
PC,Pick up car,PRR,028,Boxcar,36,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
PC,Pick up car,PRR,025,Boxcar,40,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
PC,Pick up car,PRR,022,Boxcar,40,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
PC,Pick up car,PRR,034,Boxcar,40,LCL,FCC,Brooklyn Eastern District,4th Street Station,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,031,Boxcar,36,LCL,FCC,Brooklyn Eastern District,4th Street Station,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,029,Boxcar,36,LCL,FCC,Brooklyn Eastern District,4th Street Station,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,027,Boxcar,36,Empty,FCC,Brooklyn Eastern District,4th Street Station,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Empty
PC,Pick up car,PRR,039,Boxcar,36,Break Bulk,FCC,Brooklyn Eastern District,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,038,Boxcar,36,Break Bulk,FCC,Brooklyn Eastern District,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,035,Boxcar,40,Break Bulk,FCC,Brooklyn Eastern District,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,26,Long Gondola,40,Barrels,FCC,Brooklyn Eastern District,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,026,Boxcar,36,Break Bulk,FCC,Brooklyn Eastern District,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,024,Boxcar,40,Break Bulk,FCC,Brooklyn Eastern District,5th Street Pier,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,033,Boxcar,36,Manifest,FCC,Brooklyn Eastern District,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
PC,Pick up car,PRR,24,Long Gondola,40,Manifest,FCC,Brooklyn Eastern District,Team Tracks,Car Float,Float Tracks,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,061,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,060,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,059,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,058,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,057,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,056,Boxcar,36,LCL,FCC,Car Float,Float Tracks,Brooklyn Eastern District,4th Street Station,,,"","","",,,,"",,,,0,,,Load
SC,Set out car,PRR,032,Boxcar,36,Empty,FCC,Brooklyn Eastern District,4th Street Station,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,030,Boxcar,36,Empty,FCC,Brooklyn Eastern District,4th Street Station,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,036,Boxcar,40,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,028,Boxcar,36,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,025,Boxcar,40,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
SC,Set out car,PRR,022,Boxcar,40,Empty,FCC,Brooklyn Eastern District,Team Tracks,Brooklyn Eastern District,5th Street Pier,,,"","","",,,,"",,,,0,,,Empty
