Operator,Description,Parameters
RT,Report Type,
RN,Railroad Name,"PRR BEDS 1914"
LN,Location Name,North 4th St
PRNTR,Printer Name,
YPC,Yard Pattern Comment,
VT,Valid,Valid Jan 12, 1914, 16:43
TN,Track name,Freight Station
Set_To,Road,Number,Type,Model,Length,Weight,Consist,Owner,Track,Location,Destination,Comment
Set_To,Road,Number,Type,Length,Weight,Load,Load_Type,Hazardous,Color,Kernel,Kernel_Size,Owner,Track,Location,Destination,Dest&Track,Final_Dest,FD&Track,Comment,Drop_Comment,Pickup_Comment,RWE
[  ] ,CNJ,8371,XM,40,40,lcl,load,False,Red,,0,,Freight Station,North 4th St,,,,,,,,
[  ] ,NYNH&H,8767,XM,40,40,lcl,load,False,Red,,0,,Freight Station,North 4th St,,,,,,,,
[  ] ,PL,2291,XM,40,40,lcl,load,False,Red,,0,,Freight Station,North 4th St,,,,,,,,
[  ] ,PL,3355,XM,40,40,lcl,load,False,Red,,0,,Freight Station,North 4th St,,,,,,,,
[  ] ,PRR,0618,XM,40,40,lcl,load,False,Red,,0,,Freight Station,North 4th St,,,,,,,,
[  ] ,SP,5437,XM,40,40,lcl,load,False,Red,,0,,Freight Station,North 4th St,,,,,,,,
[  ] ,WJ&S,5836,XM,40,40,lcl,load,False,Red,,0,,Freight Station,North 4th St,,,,,,,,
TN,Track name,Team Tracks
Set_To,Road,Number,Type,Model,Length,Weight,Consist,Owner,Track,Location,Destination,Comment
[  ] ,PRR,414,ES,0-4-0t,40,,Single,,Team Tracks,North 4th St,,,
Set_To,Road,Number,Type,Length,Weight,Load,Load_Type,Hazardous,Color,Kernel,Kernel_Size,Owner,Track,Location,Destination,Dest&Track,Final_Dest,FD&Track,Comment,Drop_Comment,Pickup_Comment,RWE
[  ] ,ACL,4177,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,ACL,4434,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,AT&SF,5288,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,B&A,2876,GA,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,B&O,0226,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,B&O,6144,GA,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,CNJ,4885,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,DL&W,1035,GA,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,DL&W,5836,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,ER,5377,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,ER,9511,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,FGEX,3698,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,FGEX,5281,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,FGEX,7499,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,FGEX,7502,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,FGEX,8711,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,FGEX,9442,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,M&P,2398,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,MDX,3236,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,MDX,9519,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,MDX,9710,RS,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,NYC,0830,GA,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,NYC,6956,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,NYNH&H,5762,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,P&R,7741,FM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PGCC,9514,HK,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PL,3950,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PL,4239,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PL,5316,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PL,9032,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PRR,1240,GA,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PRR,1431,TG,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PRR,1789,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PRR,2673,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,PRR,6084,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,TCX,1747,TG,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WCC,5507,HK,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WJ&S,0771,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WJ&S,1455,GA,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WJ&S,1505,FM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WJ&S,2279,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WJ&S,2497,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WJ&S,5974,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
[  ] ,WJ&S,8214,XM,40,40,Empty,empty,False,Red,,0,,Team Tracks,North 4th St,,,,,,,,
